"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.39529411764706,0,0,0,0,0,0,1.30227450980392,1.39529411764706,1.39529411764706,0,0,0,0,1.39529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",0,0,0,0,0,0,0,1.26439232409382,1.26439232409382,1.26439232409382,0,0,0,0,1.26439232409382,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26439232409382,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.22520661157025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22520661157025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22520661157025,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.21516393442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21516393442623,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.24289706567303,0,0,0,0,0,0,0,0,1.31194690265487,0,0,0,0,1.31194690265487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.37356839531592,0,0,0,0,0,0,0,0,0,0,1.28878022276555,0,0,1.44987775061125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44987775061125,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.22929862950593,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29759299781182,0,0,0,0,0,0,0,0,0,0,0,0,1.23861149791128,1.29759299781182,0,0,0
"inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Low CYP Inhibitory Promiscuity",1.46059113300493,0,0,0,0,0,0,0,0,1.46059113300493,0,0,0,0,1.46059113300493,0,0,0,0,1.46059113300493,0,0,0,0,0,0,0,1.26141961486789,1.46059113300493,0,0,0
"High CYP Inhibitory Promiscuity",0,1.76663356504469,0,0,1.77598083258461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49182389937107,0,0,2.74809665673618,0,0,0,0,2.37335620354488
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non AMES toxic",0,0,1.16064438422162,0,0,0,0,0,0,1.20528455284553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMES toxic",2.56524873828407,0,0,0,0,0,7.220700152207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06164383561644,0,0,0,2.43698630136986,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-carcinogens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carcinogens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Ready biodegradable",0,0,0,4.83834778174401,0,0,0,2.98364779874214,0,0,0,0,0,0,0,3.72955974842767,0,0,0,4.19575471698113,0,0,0,0,2.98364779874214,0,0,0,0,0,0,0
"Not ready biodegradable",0,1.11756441885965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Weak inhibitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strong inhibitor",0,0,0,0,4.84081632653061,0,0,0,0,0,3.6832298136646,0,0,0,0,0,0,0,0,0,0,0,0,2.25904761904762,0,0,0,0,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
"Non-inhibitor",1.41866028708134,0,0,1.22694943747575,0,0,0,1.41866028708134,0,0,0,0,0,0,1.41866028708134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29529852298731,0,0
"Inhibitor",0,0,2.2411186696901,0,2.30515063168124,0,0,0,0,0,2.28009464655427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01700680272109,2.54779806659506,3.11719233147805,0,0,0,0
"Not Available",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49074074074074,0,0,0,0,0,0,0,0,0,0,0
